,id,block_id,industry,landuse,population_availability,workers_availability,employment_share,company_id,departure_time,vehicle_type,tour_purpose,time_of_day,industry_numeric,landuse_numeric,vehicle_purpose,geometry,num_stops,stops
686,686,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 15:28:00,0,1,1,0,3,1,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",5,"""[{\""purpose\"": 1, \""zone_id\"": 1072, \""duration\"": 29, \""time_spent\"": 64.53266666666664}, {\""purpose\"": 0, \""zone_id\"": 868, \""duration\"": 27, \""time_spent\"": 114.29449999999997}, {\""purpose\"": 1, \""zone_id\"": 1850, \""duration\"": 8, \""time_spent\"": 180.67899999999997}, {\""purpose\"": 0, \""zone_id\"": 996, \""duration\"": 7, \""time_spent\"": 216.50066666666663}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 10, \""time_spent\"": 286.98350000000005}]"""
687,687,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 13:25:00,0,1,1,0,3,1,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",5,"""[{\""purpose\"": 0, \""zone_id\"": 745, \""duration\"": 22, \""time_spent\"": 64.87333333333333}, {\""purpose\"": 0, \""zone_id\"": 864, \""duration\"": 25, \""time_spent\"": 121.26383333333334}, {\""purpose\"": 1, \""zone_id\"": 280, \""duration\"": 23, \""time_spent\"": 193.42249999999999}, {\""purpose\"": 1, \""zone_id\"": 458, \""duration\"": 15, \""time_spent\"": 222.19433333333333}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 12, \""time_spent\"": 285.3188333333334}]"""
688,688,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 15:09:00,1,0,1,0,3,3,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",7,"""[{\""purpose\"": 0, \""zone_id\"": 1470, \""duration\"": 34, \""time_spent\"": 88.33116666666669}, {\""purpose\"": 0, \""zone_id\"": 2879, \""duration\"": 7, \""time_spent\"": 128.7135}, {\""purpose\"": 1, \""zone_id\"": 843, \""duration\"": 28, \""time_spent\"": 221.23199999999997}, {\""purpose\"": 1, \""zone_id\"": 424, \""duration\"": 29, \""time_spent\"": 290.39949999999993}, {\""purpose\"": 0, \""zone_id\"": 463, \""duration\"": 8, \""time_spent\"": 309.3521666666666}, {\""purpose\"": 0, \""zone_id\"": 773, \""duration\"": 20, \""time_spent\"": 338.67799999999994}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 0, \""time_spent\"": 395.383}]"""
689,689,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 14:25:00,1,0,1,0,3,3,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",4,"""[{\""purpose\"": 0, \""zone_id\"": 347, \""duration\"": 0, \""time_spent\"": 1.886666666666667}, {\""purpose\"": 1, \""zone_id\"": 427, \""duration\"": 17, \""time_spent\"": 76.8951666666667}, {\""purpose\"": 1, \""zone_id\"": 2253, \""duration\"": 1, \""time_spent\"": 116.48233333333337}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 40, \""time_spent\"": 230.16666666666674}]"""
690,690,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 09:33:00,0,2,0,0,3,2,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",2,"""[{\""purpose\"": 1, \""zone_id\"": 28, \""duration\"": 16, \""time_spent\"": 75.5113333333334}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 24, \""time_spent\"": 159.0000000000001}]"""
691,691,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 15:50:00,2,0,1,0,3,6,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",4,"""[{\""purpose\"": 1, \""zone_id\"": 631, \""duration\"": 25, \""time_spent\"": 87.37883333333332}, {\""purpose\"": 1, \""zone_id\"": 663, \""duration\"": 0, \""time_spent\"": 123.41683333333333}, {\""purpose\"": 0, \""zone_id\"": 897, \""duration\"": 23, \""time_spent\"": 191.096}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 6, \""time_spent\"": 214.52266666666668}]"""
692,692,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 09:40:00,2,0,0,0,3,6,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",6,"""[{\""purpose\"": 1, \""zone_id\"": 482, \""duration\"": 34, \""time_spent\"": 86.57350000000002}, {\""purpose\"": 0, \""zone_id\"": 2059, \""duration\"": 5, \""time_spent\"": 117.75816666666668}, {\""purpose\"": 0, \""zone_id\"": 628, \""duration\"": 24, \""time_spent\"": 173.84666666666666}, {\""purpose\"": 0, \""zone_id\"": 347, \""duration\"": 11, \""time_spent\"": 242.41783333333336}, {\""purpose\"": 1, \""zone_id\"": 739, \""duration\"": 22, \""time_spent\"": 317.52083333333337}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 5, \""time_spent\"": 376.08850000000007}]"""
693,693,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 12:06:00,0,2,1,0,3,2,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",5,"""[{\""purpose\"": 1, \""zone_id\"": 347, \""duration\"": 9, \""time_spent\"": 10.886666666666667}, {\""purpose\"": 0, \""zone_id\"": 728, \""duration\"": 26, \""time_spent\"": 52.87350000000001}, {\""purpose\"": 1, \""zone_id\"": 648, \""duration\"": 33, \""time_spent\"": 146.67299999999997}, {\""purpose\"": 0, \""zone_id\"": 485, \""duration\"": 21, \""time_spent\"": 197.01016666666663}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 31, \""time_spent\"": 281.53166666666664}]"""
694,694,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 09:03:00,2,0,0,0,3,6,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",5,"""[{\""purpose\"": 0, \""zone_id\"": 477, \""duration\"": 13, \""time_spent\"": 63.601166666666686}, {\""purpose\"": 0, \""zone_id\"": 846, \""duration\"": 0, \""time_spent\"": 97.86683333333329}, {\""purpose\"": 1, \""zone_id\"": 2841, \""duration\"": 22, \""time_spent\"": 158.46233333333328}, {\""purpose\"": 0, \""zone_id\"": 347, \""duration\"": 10, \""time_spent\"": 223.90283333333332}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 19, \""time_spent\"": 244.78949999999998}]"""
695,695,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 08:57:00,0,1,0,0,3,1,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",4,"""[{\""purpose\"": 1, \""zone_id\"": 651, \""duration\"": 4, \""time_spent\"": 57.36750000000002}, {\""purpose\"": 1, \""zone_id\"": 909, \""duration\"": 33, \""time_spent\"": 129.86233333333337}, {\""purpose\"": 0, \""zone_id\"": 184, \""duration\"": 20, \""time_spent\"": 196.73933333333338}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 10, \""time_spent\"": 267.78733333333344}]"""
696,696,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 11:52:00,0,1,1,0,3,1,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",5,"""[{\""purpose\"": 0, \""zone_id\"": 276, \""duration\"": 25, \""time_spent\"": 104.00000000000001}, {\""purpose\"": 0, \""zone_id\"": 1037, \""duration\"": 40, \""time_spent\"": 187.2495}, {\""purpose\"": 1, \""zone_id\"": 1851, \""duration\"": 32, \""time_spent\"": 255.2191666666667}, {\""purpose\"": 1, \""zone_id\"": 1508, \""duration\"": 7, \""time_spent\"": 330.5726666666667}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 28, \""time_spent\"": 362.34133333333335}]"""
697,697,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 10:49:00,0,1,0,0,3,1,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",4,"""[{\""purpose\"": 1, \""zone_id\"": 873, \""duration\"": 24, \""time_spent\"": 38.379000000000005}, {\""purpose\"": 1, \""zone_id\"": 1509, \""duration\"": 12, \""time_spent\"": 60.480333333333334}, {\""purpose\"": 0, \""zone_id\"": 558, \""duration\"": 40, \""time_spent\"": 153.72333333333333}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 14, \""time_spent\"": 224.81300000000002}]"""
698,698,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 12:44:00,1,0,1,0,3,3,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",4,"""[{\""purpose\"": 0, \""zone_id\"": 845, \""duration\"": 16, \""time_spent\"": 33.480666666666664}, {\""purpose\"": 0, \""zone_id\"": 2567, \""duration\"": 23, \""time_spent\"": 98.37166666666668}, {\""purpose\"": 1, \""zone_id\"": 874, \""duration\"": 28, \""time_spent\"": 173.8915}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 5, \""time_spent\"": 194.4195}]"""
699,699,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 13:10:00,1,1,1,0,3,4,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",6,"""[{\""purpose\"": 1, \""zone_id\"": 61, \""duration\"": 7, \""time_spent\"": 53.19399999999998}, {\""purpose\"": 0, \""zone_id\"": 1991, \""duration\"": 17, \""time_spent\"": 125.15016666666662}, {\""purpose\"": 1, \""zone_id\"": 274, \""duration\"": 12, \""time_spent\"": 200.81049999999993}, {\""purpose\"": 0, \""zone_id\"": 300, \""duration\"": 11, \""time_spent\"": 223.26633333333325}, {\""purpose\"": 0, \""zone_id\"": 344, \""duration\"": 36, \""time_spent\"": 309.0799999999998}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 1, \""time_spent\"": 325.23483333333314}]"""
700,700,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 08:28:00,0,0,0,0,3,0,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",3,"""[{\""purpose\"": 1, \""zone_id\"": 501, \""duration\"": 22, \""time_spent\"": 90.99583333333332}, {\""purpose\"": 0, \""zone_id\"": 758, \""duration\"": 12, \""time_spent\"": 113.09583333333332}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 19, \""time_spent\"": 211.16016666666667}]"""
701,701,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 09:55:00,1,0,0,0,3,3,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",7,"""[{\""purpose\"": 0, \""zone_id\"": 844, \""duration\"": 34, \""time_spent\"": 39.285333333333334}, {\""purpose\"": 0, \""zone_id\"": 29, \""duration\"": 21, \""time_spent\"": 113.33366666666669}, {\""purpose\"": 0, \""zone_id\"": 1903, \""duration\"": 6, \""time_spent\"": 164.2626666666667}, {\""purpose\"": 1, \""zone_id\"": 844, \""duration\"": 21, \""time_spent\"": 196.7331666666667}, {\""purpose\"": 0, \""zone_id\"": 347, \""duration\"": 17, \""time_spent\"": 228.41450000000003}, {\""purpose\"": 0, \""zone_id\"": 1508, \""duration\"": 27, \""time_spent\"": 259.04900000000004}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 13, \""time_spent\"": 275.8176666666667}]"""
702,702,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 12:35:00,1,0,1,0,3,3,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",4,"""[{\""purpose\"": 1, \""zone_id\"": 1508, \""duration\"": 4, \""time_spent\"": 7.634500000000001}, {\""purpose\"": 0, \""zone_id\"": 688, \""duration\"": 27, \""time_spent\"": 94.9055}, {\""purpose\"": 0, \""zone_id\"": 870, \""duration\"": 32, \""time_spent\"": 183.03750000000002}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 24, \""time_spent\"": 218.95300000000003}]"""
703,703,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 11:24:00,1,1,1,0,3,4,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",5,"""[{\""purpose\"": 0, \""zone_id\"": 475, \""duration\"": 27, \""time_spent\"": 77.84466666666668}, {\""purpose\"": 1, \""zone_id\"": 131, \""duration\"": 22, \""time_spent\"": 114.87250000000002}, {\""purpose\"": 1, \""zone_id\"": 575, \""duration\"": 31, \""time_spent\"": 164.7475}, {\""purpose\"": 0, \""zone_id\"": 478, \""duration\"": 28, \""time_spent\"": 217.1905}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 17, \""time_spent\"": 284.9901666666667}]"""
704,704,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 14:20:00,0,2,1,0,3,2,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",6,"""[{\""purpose\"": 0, \""zone_id\"": 1476, \""duration\"": 25, \""time_spent\"": 87.00599999999997}, {\""purpose\"": 0, \""zone_id\"": 2526, \""duration\"": 13, \""time_spent\"": 129.45566666666667}, {\""purpose\"": 0, \""zone_id\"": 104, \""duration\"": 28, \""time_spent\"": 165.99466666666666}, {\""purpose\"": 0, \""zone_id\"": 1509, \""duration\"": 13, \""time_spent\"": 232.73633333333333}, {\""purpose\"": 1, \""zone_id\"": 2242, \""duration\"": 22, \""time_spent\"": 315.74083333333334}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 22, \""time_spent\"": 403.4433333333334}]"""
705,705,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 13:56:00,2,0,1,0,3,6,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",3,"""[{\""purpose\"": 0, \""zone_id\"": 873, \""duration\"": 10, \""time_spent\"": 24.379000000000005}, {\""purpose\"": 1, \""zone_id\"": 52, \""duration\"": 16, \""time_spent\"": 73.29266666666669}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 13, \""time_spent\"": 128.9196666666667}]"""
706,706,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 15:35:00,0,1,1,0,3,1,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",2,"""[{\""purpose\"": 1, \""zone_id\"": 300, \""duration\"": 24, \""time_spent\"": 88.52549999999995}, {\""purpose\"": 1, \""zone_id\"": 870, \""duration\"": 5, \""time_spent\"": 150.66649999999996}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 4, \""time_spent\"": 166.58199999999997}]"""
707,707,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 13:09:00,0,2,1,0,3,2,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",6,"""[{\""purpose\"": 0, \""zone_id\"": 1508, \""duration\"": 22, \""time_spent\"": 25.6345}, {\""purpose\"": 1, \""zone_id\"": 738, \""duration\"": 16, \""time_spent\"": 92.15100000000001}, {\""purpose\"": 0, \""zone_id\"": 1467, \""duration\"": 7, \""time_spent\"": 116.43933333333334}, {\""purpose\"": 0, \""zone_id\"": 401, \""duration\"": 10, \""time_spent\"": 128.06466666666668}, {\""purpose\"": 0, \""zone_id\"": 2253, \""duration\"": 25, \""time_spent\"": 199.25966666666667}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 40, \""time_spent\"": 312.944}]"""
708,708,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 11:36:00,0,1,1,0,3,1,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",4,"""[{\""purpose\"": 0, \""zone_id\"": 159, \""duration\"": 14, \""time_spent\"": 74.3726666666667}, {\""purpose\"": 0, \""zone_id\"": 32, \""duration\"": 9, \""time_spent\"": 90.91583333333337}, {\""purpose\"": 1, \""zone_id\"": 61, \""duration\"": 20, \""time_spent\"": 135.33316666666673}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 26, \""time_spent\"": 208.31666666666675}]"""
709,709,347,industrial,industrial,3.7317315504854114,2.2708027656263226,0.9771025037449176,138317681,1900-01-01 13:08:00,0,0,1,0,3,0,"MULTIPOLYGON (((55.843055 58.0374852, 55.8465313 58.0374817, 55.8465307 58.0373097, 55.8430544 58.0373132, 55.843055 58.0374852)))",4,"""[{\""purpose\"": 1, \""zone_id\"": 1508, \""duration\"": 19, \""time_spent\"": 22.6345}, {\""purpose\"": 0, \""zone_id\"": 536, \""duration\"": 33, \""time_spent\"": 112.75966666666673}, {\""purpose\"": 0, \""zone_id\"": 874, \""duration\"": 2, \""time_spent\"": 165.42550000000008}, {\""purpose\"": 2, \""zone_id\"": 347, \""duration\"": 32, \""time_spent\"": 212.95350000000008}]"""
710,710,684,industrial,industrial,5.476081700472118,2.615965233911302,0.9536539401130733,139957790,1900-01-01 10:23:00,2,0,0,0,3,6,"MULTIPOLYGON (((56.2866838 57.9746939, 56.2867849 57.9748644, 56.2875743 57.9747328, 56.2874733 57.97456229999999, 56.2866838 57.9746939)))",2,"""[{\""purpose\"": 1, \""zone_id\"": 424, \""duration\"": 18, \""time_spent\"": 24.875666666666664}, {\""purpose\"": 1, \""zone_id\"": 324, \""duration\"": 25, \""time_spent\"": 54.24766666666666}, {\""purpose\"": 2, \""zone_id\"": 684, \""duration\"": 6, \""time_spent\"": 66.10983333333333}]"""
711,711,237,industrial,industrial,5.901238674601301,2.743820272161583,0.8984165651644336,152429543,1900-01-01 10:34:00,0,0,0,0,3,0,"MULTIPOLYGON (((56.2600841 57.9823465, 56.2601196 57.9823459, 56.2607559 57.9823338, 56.260778 57.9826625, 56.2601876 57.9826737, 56.2601989 57.9828416, 56.2614143 57.9828186, 56.2614035 57.9826588, 56.2615883 57.9826553, 56.2615841 57.9825937, 56.2616166 57.9825931, 56.2615842 57.9821121, 56.2607573 57.9821277, 56.2607647 57.9822362, 56.2600776 57.9822492, 56.2600841 57.9823465)))",5,"""[{\""purpose\"": 0, \""zone_id\"": 846, \""duration\"": 40, \""time_spent\"": 81.62683333333328}, {\""purpose\"": 1, \""zone_id\"": 1824, \""duration\"": 29, \""time_spent\"": 149.01116666666658}, {\""purpose\"": 0, \""zone_id\"": 874, \""duration\"": 21, \""time_spent\"": 212.71949999999993}, {\""purpose\"": 0, \""zone_id\"": 653, \""duration\"": 19, \""time_spent\"": 272.52899999999994}, {\""purpose\"": 2, \""zone_id\"": 237, \""duration\"": 21, \""time_spent\"": 303.30549999999994}]"""
712,712,237,industrial,industrial,5.901238674601301,2.743820272161583,0.8984165651644336,152429543,1900-01-01 14:48:00,1,0,1,0,3,3,"MULTIPOLYGON (((56.2600841 57.9823465, 56.2601196 57.9823459, 56.2607559 57.9823338, 56.260778 57.9826625, 56.2601876 57.9826737, 56.2601989 57.9828416, 56.2614143 57.9828186, 56.2614035 57.9826588, 56.2615883 57.9826553, 56.2615841 57.9825937, 56.2616166 57.9825931, 56.2615842 57.9821121, 56.2607573 57.9821277, 56.2607647 57.9822362, 56.2600776 57.9822492, 56.2600841 57.9823465)))",4,"""[{\""purpose\"": 0, \""zone_id\"": 450, \""duration\"": 24, \""time_spent\"": 29.06}, {\""purpose\"": 1, \""zone_id\"": 140, \""duration\"": 40, \""time_spent\"": 88.17266666666667}, {\""purpose\"": 1, \""zone_id\"": 988, \""duration\"": 12, \""time_spent\"": 124.16499999999999}, {\""purpose\"": 2, \""zone_id\"": 237, \""duration\"": 32, \""time_spent\"": 159.32533333333333}]"""
713,713,237,industrial,industrial,5.901238674601301,2.743820272161583,0.8984165651644336,152429543,1900-01-01 11:34:00,0,0,1,0,3,0,"MULTIPOLYGON (((56.2600841 57.9823465, 56.2601196 57.9823459, 56.2607559 57.9823338, 56.260778 57.9826625, 56.2601876 57.9826737, 56.2601989 57.9828416, 56.2614143 57.9828186, 56.2614035 57.9826588, 56.2615883 57.9826553, 56.2615841 57.9825937, 56.2616166 57.9825931, 56.2615842 57.9821121, 56.2607573 57.9821277, 56.2607647 57.9822362, 56.2600776 57.9822492, 56.2600841 57.9823465)))",6,"""[{\""purpose\"": 1, \""zone_id\"": 989, \""duration\"": 14, \""time_spent\"": 17.435}, {\""purpose\"": 1, \""zone_id\"": 410, \""duration\"": 25, \""time_spent\"": 48.36083333333333}, {\""purpose\"": 0, \""zone_id\"": 235, \""duration\"": 35, \""time_spent\"": 88.40466666666666}, {\""purpose\"": 0, \""zone_id\"": 1766, \""duration\"": 26, \""time_spent\"": 115.83349999999999}, {\""purpose\"": 0, \""zone_id\"": 438, \""duration\"": 15, \""time_spent\"": 135.47666666666666}, {\""purpose\"": 2, \""zone_id\"": 237, \""duration\"": 14, \""time_spent\"": 151.92116666666666}]"""
714,714,237,industrial,industrial,5.901238674601301,2.743820272161583,0.8984165651644336,152429543,1900-01-01 14:47:00,0,2,1,0,3,2,"MULTIPOLYGON (((56.2600841 57.9823465, 56.2601196 57.9823459, 56.2607559 57.9823338, 56.260778 57.9826625, 56.2601876 57.9826737, 56.2601989 57.9828416, 56.2614143 57.9828186, 56.2614035 57.9826588, 56.2615883 57.9826553, 56.2615841 57.9825937, 56.2616166 57.9825931, 56.2615842 57.9821121, 56.2607573 57.9821277, 56.2607647 57.9822362, 56.2600776 57.9822492, 56.2600841 57.9823465)))",2,"""[{\""purpose\"": 1, \""zone_id\"": 16, \""duration\"": 32, \""time_spent\"": 41.43833333333333}, {\""purpose\"": 1, \""zone_id\"": 234, \""duration\"": 26, \""time_spent\"": 78.82249999999999}, {\""purpose\"": 2, \""zone_id\"": 237, \""duration\"": 17, \""time_spent\"": 99.01016666666666}]"""
715,715,237,industrial,industrial,5.901238674601301,2.743820272161583,0.8984165651644336,152429543,1900-01-01 14:35:00,2,0,1,0,3,6,"MULTIPOLYGON (((56.2600841 57.9823465, 56.2601196 57.9823459, 56.2607559 57.9823338, 56.260778 57.9826625, 56.2601876 57.9826737, 56.2601989 57.9828416, 56.2614143 57.9828186, 56.2614035 57.9826588, 56.2615883 57.9826553, 56.2615841 57.9825937, 56.2616166 57.9825931, 56.2615842 57.9821121, 56.2607573 57.9821277, 56.2607647 57.9822362, 56.2600776 57.9822492, 56.2600841 57.9823465)))",5,"""[{\""purpose\"": 0, \""zone_id\"": 2103, \""duration\"": 30, \""time_spent\"": 75.8245}, {\""purpose\"": 1, \""zone_id\"": 179, \""duration\"": 21, \""time_spent\"": 143.93400000000003}, {\""purpose\"": 0, \""zone_id\"": 251, \""duration\"": 0, \""time_spent\"": 151.9796666666667}, {\""purpose\"": 0, \""zone_id\"": 474, \""duration\"": 17, \""time_spent\"": 171.97900000000004}, {\""purpose\"": 2, \""zone_id\"": 237, \""duration\"": 22, \""time_spent\"": 200.48083333333338}]"""
716,716,237,industrial,industrial,5.901238674601301,2.743820272161583,0.8984165651644336,152429543,1900-01-01 15:17:00,2,0,1,0,3,6,"MULTIPOLYGON (((56.2600841 57.9823465, 56.2601196 57.9823459, 56.2607559 57.9823338, 56.260778 57.9826625, 56.2601876 57.9826737, 56.2601989 57.9828416, 56.2614143 57.9828186, 56.2614035 57.9826588, 56.2615883 57.9826553, 56.2615841 57.9825937, 56.2616166 57.9825931, 56.2615842 57.9821121, 56.2607573 57.9821277, 56.2607647 57.9822362, 56.2600776 57.9822492, 56.2600841 57.9823465)))",4,"""[{\""purpose\"": 1, \""zone_id\"": 236, \""duration\"": 15, \""time_spent\"": 16.654833333333332}, {\""purpose\"": 0, \""zone_id\"": 1491, \""duration\"": 22, \""time_spent\"": 41.35016666666667}, {\""purpose\"": 0, \""zone_id\"": 272, \""duration\"": 3, \""time_spent\"": 65.44633333333334}, {\""purpose\"": 2, \""zone_id\"": 237, \""duration\"": 10, \""time_spent\"": 95.74733333333333}]"""
717,717,237,industrial,industrial,5.901238674601301,2.743820272161583,0.8984165651644336,152429543,1900-01-01 15:48:00,0,0,1,0,3,0,"MULTIPOLYGON (((56.2600841 57.9823465, 56.2601196 57.9823459, 56.2607559 57.9823338, 56.260778 57.9826625, 56.2601876 57.9826737, 56.2601989 57.9828416, 56.2614143 57.9828186, 56.2614035 57.9826588, 56.2615883 57.9826553, 56.2615841 57.9825937, 56.2616166 57.9825931, 56.2615842 57.9821121, 56.2607573 57.9821277, 56.2607647 57.9822362, 56.2600776 57.9822492, 56.2600841 57.9823465)))",7,"""[{\""purpose\"": 0, \""zone_id\"": 127, \""duration\"": 35, \""time_spent\"": 39.42366666666667}, {\""purpose\"": 1, \""zone_id\"": 52, \""duration\"": 29, \""time_spent\"": 80.45733333333334}, {\""purpose\"": 0, \""zone_id\"": 547, \""duration\"": 30, \""time_spent\"": 128.46483333333333}, {\""purpose\"": 0, \""zone_id\"": 233, \""duration\"": 23, \""time_spent\"": 165.29883333333333}, {\""purpose\"": 1, \""zone_id\"": 475, \""duration\"": 12, \""time_spent\"": 185.71366666666665}, {\""purpose\"": 0, \""zone_id\"": 52, \""duration\"": 22, \""time_spent\"": 214.45466666666664}, {\""purpose\"": 2, \""zone_id\"": 237, \""duration\"": 16, \""time_spent\"": 244.75249999999997}]"""
