,id,block_id,industry,landuse,population_availability,workers_availability,employment_share,company_id,departure_time,vehicle_type,tour_purpose,time_of_day,industry_numeric,landuse_numeric,vehicle_purpose,num_stops,stops,geometry
872,872,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:34:00,0,0,0,1,2,0,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
873,873,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:18:00,2,0,1,1,2,6,4,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
874,874,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:19:00,0,0,1,1,2,0,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
875,875,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:56:00,2,0,1,1,2,6,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
876,876,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:17:00,1,0,1,1,2,3,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
877,877,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 15:46:00,1,0,1,1,2,3,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
878,878,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:40:00,0,1,1,1,2,1,3,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
879,879,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:48:00,0,0,0,1,2,0,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
880,880,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 12:13:00,0,0,1,1,2,0,2,"[{'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
881,881,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:14:00,0,1,0,1,2,1,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
882,882,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 11:30:00,0,0,1,1,2,0,4,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
883,883,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 11:00:00,2,0,1,1,2,6,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
884,884,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:52:00,1,0,0,1,2,3,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
885,885,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 11:53:00,1,0,1,1,2,3,2,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
886,886,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:53:00,1,0,0,1,2,3,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
887,887,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:02:00,0,0,1,1,2,0,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
888,888,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 16:15:00,0,1,1,1,2,1,3,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
889,889,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:22:00,0,0,0,1,2,0,4,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
890,890,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 16:56:00,0,0,1,1,2,0,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
891,891,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 12:10:00,1,0,1,1,2,3,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
892,892,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:11:00,0,1,0,1,2,1,3,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
893,893,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:09:00,0,0,0,1,2,0,4,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
894,894,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 12:31:00,0,0,1,1,2,0,7,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
895,895,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:15:00,0,0,1,1,2,0,2,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
896,896,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:07:00,0,1,1,1,2,1,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
897,897,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 08:37:00,1,0,0,1,2,3,3,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
898,898,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:11:00,0,1,0,1,2,1,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
899,899,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 11:23:00,0,0,1,1,2,0,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
900,900,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:27:00,0,1,0,1,2,1,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
901,901,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:52:00,0,0,0,1,2,0,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
902,902,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:07:00,0,0,0,1,2,0,5,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
903,903,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:57:00,2,0,1,1,2,6,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
904,904,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 16:27:00,0,2,1,1,2,2,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
905,905,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 11:35:00,0,1,1,1,2,1,7,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
906,906,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 15:25:00,0,0,1,1,2,0,3,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
907,907,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:07:00,0,0,0,1,2,0,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
908,908,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 12:57:00,0,2,1,1,2,2,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
909,909,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:59:00,0,0,0,1,2,0,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
910,910,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:49:00,0,0,1,1,2,0,3,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
911,911,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 17:27:00,1,0,1,1,2,3,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
912,912,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:27:00,0,1,1,1,2,1,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
913,913,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 11:36:00,0,0,1,1,2,0,2,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
914,914,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:40:00,0,0,1,1,2,0,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
915,915,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:35:00,0,0,0,1,2,0,5,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
916,916,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 15:26:00,1,0,1,1,2,3,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
917,917,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 12:53:00,2,0,1,1,2,6,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
918,918,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 11:16:00,0,0,1,1,2,0,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
919,919,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:08:00,1,0,1,1,2,3,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
920,920,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:32:00,1,0,1,1,2,3,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
921,921,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:52:00,2,0,0,1,2,6,2,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
922,922,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:19:00,0,0,1,1,2,0,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
923,923,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:12:00,0,1,0,1,2,1,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
924,924,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:27:00,0,0,1,1,2,0,4,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
925,925,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:47:00,1,0,1,1,2,3,3,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
926,926,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:28:00,0,0,1,1,2,0,4,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
927,927,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 12:12:00,0,0,1,1,2,0,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
928,928,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 12:45:00,0,0,1,1,2,0,8,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
929,929,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:34:00,0,0,0,1,2,0,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
930,930,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:05:00,0,0,1,1,2,0,4,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
931,931,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:17:00,1,0,0,1,2,3,7,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
932,932,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 12:50:00,0,0,1,1,2,0,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
933,933,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:04:00,1,0,0,1,2,3,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
934,934,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:46:00,0,0,0,1,2,0,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
935,935,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:24:00,0,0,1,1,2,0,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
936,936,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 08:01:00,0,0,0,1,2,0,4,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
937,937,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:09:00,0,1,1,1,2,1,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
938,938,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:55:00,0,0,0,1,2,0,4,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
939,939,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 04:29:00,0,0,0,1,2,0,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
940,940,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 12:49:00,0,0,1,1,2,0,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
941,941,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 08:58:00,1,0,0,1,2,3,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
942,942,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:44:00,0,1,0,1,2,1,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
943,943,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:04:00,0,1,1,1,2,1,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
944,944,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:54:00,0,0,0,1,2,0,5,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
945,945,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 15:55:00,0,0,1,1,2,0,7,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
946,946,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 07:32:00,0,2,0,1,2,2,4,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
947,947,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:53:00,0,1,0,1,2,1,4,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
948,948,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:00:00,0,0,1,1,2,0,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
949,949,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:17:00,0,1,0,1,2,1,6,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
950,950,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:31:00,0,1,0,1,2,1,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
951,951,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 11:46:00,1,0,1,1,2,3,4,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
952,952,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:48:00,0,0,0,1,2,0,7,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
953,953,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 15:10:00,0,0,1,1,2,0,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
954,954,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 10:20:00,1,0,0,1,2,3,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
955,955,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:25:00,0,1,1,1,2,1,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
956,956,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 15:24:00,0,0,1,1,2,0,8,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
957,957,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 11:21:00,0,1,1,1,2,1,2,"[{'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
958,958,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 15:58:00,0,2,1,1,2,2,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
959,959,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 11:26:00,0,0,1,1,2,0,3,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
960,960,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 16:48:00,0,0,1,1,2,0,2,"[{'purpose': 1}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
961,961,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:12:00,2,0,0,1,2,6,5,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
962,962,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:32:00,1,0,1,1,2,3,7,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
963,963,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 12:33:00,0,1,1,1,2,1,6,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
964,964,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 11:40:00,0,0,1,1,2,0,6,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
965,965,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:34:00,0,0,1,1,2,0,4,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
966,966,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:00:00,0,0,1,1,2,0,6,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
967,967,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 07:20:00,0,2,0,1,2,2,6,"[{'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
968,968,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 09:47:00,0,0,0,1,2,0,7,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
969,969,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 14:54:00,0,2,1,1,2,2,5,"[{'purpose': 1}, {'purpose': 0}, {'purpose': 0}, {'purpose': 1}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
970,970,739,retail,commercial,6.6045988709454155,2.8531368762840246,1.0,163878770,1900-01-01 13:05:00,0,0,1,1,2,0,4,"[{'purpose': 0}, {'purpose': 1}, {'purpose': 0}, {'purpose': 2}]",POINT (56.25938384954161 58.006946212764596)
